565,3.000485,62.27062,
566,2.736578,60.10679,
567,2.554442,57.6889,
568,2.356967,55.80687,
569,2.160661,53.9604,
570,2.020257,51.87688,
571,1.862823,50.02362,
572,1.725019,48.48977,
573,1.600345,46.64591,
574,1.489712,45.22136,
575,1.396109,43.48952,
576,1.320837,42.22525,
577,1.218135,41.45379,
578,1.137532,39.88676,
579,1.0477,38.63936,
580,0.9724275,37.53456,
581,0.918996,35.97432,
582,0.8294235,35.34535,
583,0.7616916,34.42982,
584,0.7111201,33.84718,
585,0.6407881,32.82383,
586,0.5759163,32.15476,
587,0.5356152,31.23516,
588,0.4834837,30.50153,
589,0.4366823,29.48112,
590,0.4017114,28.72812,
591,0.387411,28.01738,
592,0.3287793,27.40087,0.003679835
593,0.3068087,26.55851,
594,0.2858781,25.92955,
595,0.2431069,25.12252,
596,0.2548072,24.3778,
597,0.2015057,23.61914,
598,0.1898054,22.89073,
599,0.1612046,22.33029,
600,0.142874,21.69249,
601,0.1274036,20.93848,
602,0.105173,20.36512,
603,0.0936,19.57962,
604,0.1129732,19.0236,
605,0.0897,18.17127,
606,0.0806,17.84722,
607,0.0792,16.97394,
608,0.061,16.2803,
609,0.0598,15.41234,
610,0.0714,14.7981,
611,0.0545,14.33065,
612,0.0415,13.77848,
613,0.0403,12.9701,
614,0.048,12.61909,
615,0.0441,12.20397,
616,0.00377,11.66482,
617,0.0403,11.08807,
618,0.022,10.72403,
619,0.0286,10.1637,
620,0.00377,9.869326,
621,0.0325,9.517181,
622,0.0272,9.149632,
623,0.0325,8.798734,
624,0.022,8.584095,
625,0.022,8.182114,
626,0.0155,7.814905,
627,0.0182,7.677287,
628,0.00637,7.391743,
629,0.0155,7.169855,
630,0.00637,7.010036,
631,0.0182,6.845461,
632,0,6.59469,
633,0.0143,6.270523,
634,-0.00507,6.149894,
635,0.0155,5.90977,
636,-0.00507,5.726959,
637,-0.00377,5.395656,
638,0.0129,5.324977,0.000144382
639,0.00117,5.209333,
640,-0.00117,5.109206,
641,0.00637,4.836348,
642,0.00767,4.572664,
643,0.0129,4.484657,
644,-0.0155,4.39359,
645,0.00117,4.285761,
646,-0.0169,4.150408,
647,0.00507,4.068177,
648,0.00117,3.943924,
649,-0.00117,3.808798,
650,-0.00377,3.731777,
651,-0.0103,3.644675,
652,-0.00377,3.518157,
653,0.00117,3.351429,
654,0.0155,3.256286,
