300,100,0
301,98.4858479,0
302,97.01085491,0
303,95.66639227,0
304,94.38066829,0
305,93.1275769,0
306,91.86143248,0
307,90.66707974,0
308,89.42051487,0
309,88.25226821,0
310,86.98612378,0
311,85.86356274,0
312,84.84542599,0
313,83.78160361,0
314,82.815679,0
315,81.76490965,0
316,80.84467066,0
317,79.84611346,0
318,79.07598437,0
319,78.19490449,0
320,77.34645719,0
321,76.51106293,0
322,75.78661947,0
323,74.95775173,0
324,74.35078559,0
325,73.55455043,0
326,72.97369036,0
327,71.22458363,0
328,71.10710631,0
329,70.76772739,0
330,70.23255294,0
331,69.56032162,0
332,69.05777976,0
333,68.45081362,0
334,67.88300658,0
335,67.28909348,0
336,66.73433948,0
337,66.17305896,0
338,65.7096762,0
339,65.07660399,0
340,64.65238034,0
341,63.99972857,0
342,63.52329279,0
343,63.03380396,0
344,62.54366248,0
345,62.02872024,0
346,61.47396624,0
347,60.99753045,0
348,60.37098475,0
349,59.95981414,0
350,59.36590103,0
351,59.32944647,0
352,58.81801364,0
353,58.33443593,0
354,57.85118212,0
355,57.35043788,0
356,56.9034605,0
357,56.41146147,0
358,55.92496869,0
359,55.43329356,0
360,55.02064922,0
361,54.55197076,0
362,54.12604665,0
363,53.6949402,0
364,53.26610102,0
365,52.84762654,0
366,52.4249414,0
367,52.03853269,0
368,51.63236628,0
369,51.24790095,0
370,50.88772786,0
371,50.50747319,0
372,50.16932508,0
373,49.80461744,0
374,49.45092229,0
375,49.10435286,0
376,48.73964523,0
377,48.40182101,0
378,48.07079863,0
379,47.75791446,0
380,47.41134503,0
381,47.06024105,0
382,46.78330941,0
383,46.44386571,0
384,46.10247864,0
385,45.12366293,0
386,44.82438242,0
387,44.5066398,0
388,44.20152915,0
389,43.87568911,0
390,43.55308804,0
391,43.21299655,0
392,42.8787352,0
393,42.52536394,0
394,42.161628,0
395,41.78590787,0
396,41.39982306,0
397,41.01017538,0
398,40.61664094,0
399,40.20885504,0
400,39.78940887,0
401,39.37546894,0
402,38.95407939,0
403,38.53722439,0
404,38.10352676,0
405,37.69088242,0
406,37.25880428,0
407,36.85360956,0
408,36.42865715,0
409,36.02961646,0
410,35.6189155,0
411,35.2218182,0
412,34.83573338,0
413,34.46487171,0
414,34.09303834,0
415,33.73156967,0
416,33.3895348,0
417,33.05754073,0
418,32.73623524,0
419,32.41007131,0
420,32.11824042,0
421,31.82025549,0
422,31.55109737,0
